beta,alphamax,alphamin,V0s,V0r,T0s,T0r,RE
0.3769521735715625,14.276158112036054,4.266836681223131,0.08521580111361202,0.12106298046780871,2441013.925684127,1473.3646871778908,14.615568870314048
0.32202090755717594,5.710429402042259,3.8485443422685774,0.09769779461356205,0.1509889109683307,885528.5941316802,383.15626828208246,14.076091089354055
0.3842007406486607,17.63805449528456,4.130444664677772,0.08923534984127117,0.139289075513836,3442600.365008147,738.4245445703989,14.169163284126114
0.32134531671793964,9.697370003190052,3.849386088099436,0.10927457913633204,0.1306679959858134,432226.1417761057,478.89782632452614,14.424121445534052
0.34347324935669094,12.75521142946999,3.899227164383425,0.08693016524312888,0.16198511901891272,2286551.836166781,289.7803998002045,12.84113376018561
0.312664211755251,14.387443871283944,3.851101806303477,0.09030578009812895,0.14166608672448955,2022394.0956621664,392.149284792172,14.223796083399629
0.3662154085868701,5.482880785581658,4.257794476599605,0.09251406941550293,0.1390164646559962,1614743.8163120677,384.57802893490316,14.524827411104162
0.36801921035870067,11.710042687303053,4.089124122759259,0.09722290269931616,0.18467704464653867,822339.8350699906,187.2360146634398,12.460886499704314
0.38377236977648044,7.200832048731855,4.032424093565301,0.11971449548663443,0.18905511419543586,192991.59393983192,196.116236770011,13.305069697221459
0.3837349981692615,10.462947880673399,4.475714456553182,0.17879737849723004,0.11957188844836644,26267.20677752065,956.1245765959617,14.056588106006524
0.32166272567701637,6.121501430951374,3.6325291080389315,0.16116750604747554,0.14192697476861926,54613.06148990969,510.7560609444518,14.948887237720506
0.37131535341264876,8.713134724441844,4.064552175268806,0.08350497503268654,0.12296203873510726,3111642.0235224743,1200.8356783435647,13.179572909635153
0.3146721289368875,14.099362595949307,3.8656630441803506,0.08300565520153515,0.1966256785613575,1909707.942037085,114.51736506293622,14.785401603948413
0.3838035525321143,14.980068814815215,4.125671654975664,0.11555577353244459,0.1428119736059528,314102.07107580855,650.9151426448705,13.010232868249869
0.36150620526529315,10.950387126256606,4.183607334856345,0.0820411005806533,0.12490358593134357,3323311.8972874116,650.9147136597838,14.103060724757427
0.37515035438501754,7.9442026459292725,3.9506568717151613,0.08553231368863591,0.1318907489868076,1932086.132843662,671.9824336885323,13.892356274213098
0.38113322418410955,12.465445979822405,4.196703081249379,0.08817539469997578,0.1245172312358306,3124446.1502056625,1538.0455078058803,14.999379790988291
0.35716690862361555,16.11668487527659,4.363907420176174,0.08392030088206578,0.14529548851167562,3388547.559635485,361.78554779241836,14.610371024090245
0.36022091752872476,13.319366279183201,3.954719351982514,0.08185410038804786,0.1278341544075837,3742017.6149487877,714.3058774294184,13.842949261708338
0.3259302013226182,11.054225750440818,4.070711672632658,0.08745907685816762,0.17735241082183717,1882774.7242612976,165.7337444746819,13.450128407129663
0.36723672971214316,12.485083704305197,3.9151010756468905,0.08486519906142945,0.13349516093448588,2188549.747598798,729.1862011268626,13.680568146599096
0.34386319353884676,10.373995645987481,3.722324345933785,0.12506156832500878,0.13593454293577673,221926.30424593613,709.7502349356732,14.915380375711177
0.3674730019726725,15.934868377643372,3.9252671840985554,0.0893109560851773,0.12361104446537678,2999092.143573811,1255.0178227245246,14.765305357411021
0.3690937466471699,8.731259634823783,3.8632837058129503,0.08359696129088244,0.15536258736496492,2879541.4236273146,360.9917327558952,13.055651378688156
0.38377607121239676,18.088040596307373,3.994634928394819,0.09538993140966895,0.13820839965636553,1247952.421128643,753.7112164659288,13.538909612058905
0.3734707308570472,4.851846266093506,4.102996260811114,0.08726241445122392,0.14365762642579913,2275871.529539009,617.7072368838636,13.557533559580019
0.3657846506892816,16.970912898978,4.014437983772133,0.18561075293266938,0.1971861771243405,35826.61306585173,162.33803833032073,14.745068602670647
0.37804370775210605,6.109216206901765,4.283599597292157,0.08436427424028667,0.14089348130909662,3304451.3070060546,550.2952630507224,12.437349039431012
0.36385447415621364,9.678512568940093,4.173445135084707,0.10166835977364799,0.1358015614202837,645258.2146690051,306.0580203317124,14.67228069109863
0.37159928230156075,5.316867734756344,3.77431298033896,0.10480473705714614,0.15977172258640931,389181.57221498346,313.63006124866797,13.547711209795466
0.3329561942089281,5.345733080354401,3.681270386918239,0.10446597575944608,0.17715430231124263,434720.40718159574,178.48373094965552,12.93397785893086
0.3745707049393024,13.016129819477563,4.1634643923649435,0.08850012916784766,0.1375048302516968,1551452.2728851342,458.40890639656914,13.333706457837716
0.3617067540815191,12.661977048450536,3.9670839727005367,0.09267334203584575,0.12509007715869006,1993155.57301889,955.232270754515,14.3271772101204
0.34775623548953283,5.595028165900313,3.9476968807606103,0.08701087219712571,0.16551236870763092,1610758.7600914605,192.3896229198463,13.244379309038584
0.3406270820369566,5.3727185225392,3.7933465019421666,0.08404706222176891,0.16430543335003195,3889078.99879715,300.3484480776708,13.917903498110432
0.3811694348799126,13.545058049273731,4.3699278489156015,0.08886447766438207,0.1302693655564519,1489144.9324804721,432.2700191257321,14.988879587675564
0.3799297656364823,10.16452478988025,4.0900596777628415,0.08931892216889228,0.13121512391412826,3328908.7254152833,1059.9994713738843,14.682181452888532
0.3764579361909902,5.553524980692632,3.858776324225982,0.08499282157505764,0.14329428486734647,2962601.466893488,554.8459927317482,14.067631798044342
0.3360062599314103,11.724691295105087,4.118038203964725,0.08182059317102296,0.1292772562734592,3219389.5390671594,663.6239170021013,14.93082764390516
0.3526557456164328,16.503206257553035,4.0225556038739745,0.08195759281464557,0.18127969895189777,3785608.1386631867,172.42813588519834,11.728352034746052
0.3666374466790815,7.603432181115156,4.068856708121301,0.08875705324121601,0.12799816787228116,1743355.0634891938,589.2286092253216,13.834423227757087
0.3416518762778503,12.972152818934854,3.8606236227968984,0.08481600957058967,0.12563511803725613,3923253.372840412,810.9551602363538,14.518285548265926
0.29180707938999195,4.4554148987023865,3.589014947005637,0.08506384326910377,0.19182322260921436,2739432.2335188766,138.53716306400736,14.468520060572244
